web_date,type,desc_title,proposal_id,proposal_link,period,proposal_filename
12.09.2008,A,"Sicherheitspolizeigesetz, Änderung",844/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00844/index.shtml,XXIII,XXIII_844A
12.09.2008,A,"Stiftungseingangssteuergesetz, Änderung; Stiftungseingangssteuergesetz",842/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00842/index.shtml,XXIII,XXIII_842A
12.09.2008,A,"Strafgesetzbuch, Änderung",759/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00759/index.shtml,XXIII,XXIII_759A
12.09.2008,A,"Strafgesetzbuch, Änderung",757/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00757/index.shtml,XXIII,XXIII_757A
12.09.2008,A,"Strafgesetzbuch, Änderung",529/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00529/index.shtml,XXIII,XXIII_529A
12.09.2008,A,Schaffung eines vierwöchigen Freistellungsanspruches für Väter nach der Geburt ihres Kindes (Vatermonat),357/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00357/index.shtml,XXIII,XXIII_357A
12.09.2008,A,"Allgemeines bürgerliches Gesetzbuch, Änderung",5/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00005/index.shtml,XXIII,XXIII_5A
12.09.2008,A,"Zivilpakt; Allgemeines bürgerliche Gesetzbuch, Mietrechtsgesetz u.a., Änderung",3/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00003/index.shtml,XXIII,XXIII_3A
25.07.2008,RV,"Lebensmittelgesetz, Lebensmittelsicherheits- und Verbraucherschutzgesetz, Änderung",611 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00611/index.shtml,XXIII,XXIII_611dB
25.07.2008,RV,"Tabakgesetz, Allgemeines Sozialversicherungsgesetz u.a., Änderung",610 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00610/index.shtml,XXIII,XXIII_610dB
25.07.2008,RV,Finanzprokuraturgesetz - ProkG,609 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00609/index.shtml,XXIII,XXIII_609dB
25.07.2008,RV,"Schulunterrichtsgesetz, Änderung",606 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00606/index.shtml,XXIII,XXIII_606dB
25.07.2008,RV,"Arbeitszeitgesetz, Arbeitsruhegesetz, Änderung",591 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00591/index.shtml,XXIII,XXIII_591dB
25.07.2008,RV,"Suchtmittelgesetz - SMG, Gesundheits- und Ernährungssicherheitsgesetz – GESG (SMG-Novelle 2008)",590 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00590/index.shtml,XXIII,XXIII_590dB
25.07.2008,RV,Elektrizitätswirtschafts- und -organisationsgesetz; Änderung,589 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00589/index.shtml,XXIII,XXIII_589dB
25.07.2008,RV,Krankenanstalten-Arbeitszeitgesetz; Änderung,588 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00588/index.shtml,XXIII,XXIII_588dB
25.07.2008,RV,"Bundesbehindertengesetz, Änderung",587 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00587/index.shtml,XXIII,XXIII_587dB
25.07.2008,RV,Abgabenänderungsgesetz 2008,586 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00586/index.shtml,XXIII,XXIII_586dB
25.07.2008,RV,Abgeltung von Prüfungstätigkeiten im Bereich des Schulwesens mit Ausnahme des Hochschulwesens,579 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00579/index.shtml,XXIII,XXIII_579dB
25.07.2008,RV,"Berufsreifeprüfung, Änderung",577 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00577/index.shtml,XXIII,XXIII_577dB
25.07.2008,RV,"Anti-Doping-Bundesgesetz, Arzneimittelgesetz u.a., Änderung",561 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00561/index.shtml,XXIII,XXIII_561dB
25.07.2008,RV,Bestimmungen auf dem Gebiet der Kraft-Wärme-Kopplung,554 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00554/index.shtml,XXIII,XXIII_554dB
25.07.2008,RV,"Ökostromgesetz, Änderung (2. Ökostromgesetz-Novelle 2008)",553 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00553/index.shtml,XXIII,XXIII_553dB
25.07.2008,RV,"Schulorganisationsgesetz, Änderung",548 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00548/index.shtml,XXIII,XXIII_548dB
25.07.2008,A,"Wärme- und Kälteleitungsausbaugesetz; Energie-Regulierungsbehördengesetz, Änderung",853/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00853/index.shtml,XXIII,XXIII_853A
25.07.2008,A,"Glücksspielgesetz, Änderung",837/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00837/index.shtml,XXIII,XXIII_837A
25.07.2008,A,"Ziviltechnikerkammergesetz, Änderung",812/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00812/index.shtml,XXIII,XXIII_812A
22.07.2008,RV,"Haftungsübernahme für die Ausstellung ""Vincent van Gogh. Gezeichnete Bilder""",585 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00585/index.shtml,XXIII,XXIII_585dB
22.07.2008,A,"Bundesgesetz,  mit dem die XXIII. Gesetzgebungsperiode des Nationalrates vorzeitig beendet wird",841/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00841/index.shtml,XXIII,XXIII_841A
10.07.2008,A,Bundesgesetz zum Schutz und Erhalt der deutschen Sprache,885/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00885/index.shtml,XXIII,XXIII_885A
10.07.2008,A,"Einkommensteuergesetz 1988, Änderung",884/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00884/index.shtml,XXIII,XXIII_884A
10.07.2008,A,"Bundesvergabegesetz, Änderung",862/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00862/index.shtml,XXIII,XXIII_862A
10.07.2008,A,"Bundespflegegeldgesetz, Änderung",861/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00861/index.shtml,XXIII,XXIII_861A
